Match 1,🐯 dedw,🦁 sxsa,10:00 AM,🏟 Hall 1,Football,5,6
Match 2,🐯 dedw,🦁 Lions,10:30 AM,🏟 Hall 2,Football,0,0
Match 3,🐯 dedw,🐯 rabit,11:00 AM,🏟 Hall 3,Football,0,0
Match 4,🐯 dedw,🦁 wolf,11:30 AM,🏟 Hall 1,Football,0,0
Match 5,🐯 dedw,🐯 wolf,10:00 AM,🏟 Hall 2,Football,8,7
Match 6,🐯 dedw,🐺 wolf,10:30 AM,🏟 Hall 3,Football,0,0
Match 7,🦁 sxsa,🦁 Lions,11:00 AM,🏟 Hall 1,Football,0,0
Match 8,🦁 sxsa,🐯 rabit,11:30 AM,🏟 Hall 2,Football,0,0
Match 9,🦁 sxsa,🦁 wolf,10:00 AM,🏟 Hall 3,Football,0,0
Match 10,🦁 sxsa,🐯 wolf,10:30 AM,🏟 Hall 1,Football,0,0
Match 11,🦁 sxsa,🐺 wolf,11:00 AM,🏟 Hall 2,Football,0,0
Match 12,🦁 Lions,🐯 rabit,10:00 AM,🏟 Hall 1,Football,0,0
Match 13,🦁 Lions,🦁 wolf,10:30 AM,🏟 Hall 2,Football,0,0
Match 14,🦁 Lions,🐯 wolf,11:00 AM,🏟 Hall 3,Football,0,0
Match 15,🦁 Lions,🐺 wolf,11:30 AM,🏟 Hall 1,Football,0,0
Match 16,🐯 rabit,🦁 wolf,10:30 AM,🏟 Hall 3,Football,0,0
Match 17,🐯 rabit,🐯 wolf,11:30 AM,🏟 Hall 2,Football,0,0
Match 18,🐯 rabit,🐺 wolf,10:00 AM,🏟 Hall 3,Football,0,0
Match 19,🦁 wolf,🐯 wolf,11:00 AM,🏟 Hall 2,Football,0,0
Match 20,🦁 wolf,🐺 wolf,11:30 AM,🏟 Hall 3,Football,0,0
Match 21,🐯 wolf,🐺 wolf,10:00 AM,🏟 Hall 1,Football,0,0
